name,price,status,shipping,free_returns,items_sold
"Vintage 1978 LEGO Legoland Space Cruiser 487 Complete with Box, Manual & Figures",17250,Pre-Owned,1300,False,
LEGO Space Police: Galactic Peace Keeper (6886) complete w/ instructions,2050,Pre-Owned,545,False,
LEGO Space: Spy Trak 1 (6895),3495,Pre-Owned,990,False,
Lego 6980 Galaxy Commander- Classic Space,5600,Pre-Owned,1125,False,
New ListingSpace Exploriens LEGO 6958 Android Base New Sealed Complete Rare (25),18250,Brand New,1365,False,
"LEGO Classic Space Set 6882: Walking Astro Grappler, 100% Complete, w/ Manual",8000,Pre-Owned,1260,False,
LEGO Galaxy Explorer Building Set for Adults who love Space 10497,6897,Brand New,4,False,
LEGO Star Wars - 75256 - Kylo Ren's Shuttle  - Retired New Factory Sealed in Box,18358,Brand New,4,True,0
LEGO Lot Of 19 Resistance A-Wing Starfighter Star Wars (75248) Retired New,67495,Brand New,4,False,0
LEGO Millennium Falcon Star Wars TM 75257 Sealed NEW,17995,Brand New,2,False,32
Original LEGO Set 6856 Planetary Decoder complete with manual released 1996,700,Pre-Owned,943,False,
New ListingLego Legoland Space System 6950 Partial Box Only Poor Condition 1982 Rare,2999,Pre-Owned,999,False,
New ListingLEGO - Star Wars Imperial Armored Marauder 75311,3300,Brand New,0,False,
1989 Lego Space Police set 6831 -6810  W/instructions 100% Complete W Boxes,99,Pre-Owned,700,False,
Lego 66708  Star Wars Galactic Adventures Pack 3 in 1 New Factory Sealed FAST 🚚,7799,Brand New,0,False,0
LEGO NASA Apollo Saturn V 92176 Complete,5000,Pre-Owned,1500,False,
New ListingLOT of 10 LEGO BRICKHEADZ: Disney Buzz Lightyear (40552) NISB - NEW/SEALED,16000,Brand New,1200,False,
Lego Technic Monster Jam Grave Digger 42118 Truck Set Building Kit 🎁212 PCs,2299,Brand New,0,False,0
New ListingVINTAGE LEGO SPACE SRYRIUS SETS COMPLETE W/INSTRUCTIONS 6889 1785 MORE,4500,Pre-Owned,1500,False,
New ListingLEGO Star Wars: A-wing Starfighter (75275),19500,Pre-Owned,1205,False,
Lego Space Probe Launcher 6870 100% Complete w/ Instructions Classic Space Moon,1000,Pre-Owned,610,False,
LEGO Space: Bug Blaster (6903) NEW IN FACTORY SEALED BOX,2500,Brand New,1190,False,0
New ListingLEGO Space: Space Lock-Up Isolation Base (6955),10500,Pre-Owned,2220,False,
New ListingLego Space 6971 INTER-GALACTIC COMMAND CENTER Used Complete Vintage c1984 MINT!!,17900,Pre-Owned,0,False,
New ListingLEGO Hovertron (6815)  unopened box,3000,New (Other),610,False,
LEGO CITY: Space Centre (3368),2650,Pre-Owned,0,False,
New ListingRetired LEGO Star Wars: Sith TIE Fighter (75272),5500,Pre-Owned,1060,False,
"LEGO Star Wars: Darth Vader Transformation (75183) New, Sealed in Box",4100,Brand New,1100,False,
New ListingLEGO Star Wars (75283) Armored Assault Tank (AAT)  Sealed NIB,2999,Brand New,1710,False,
Vintage LEGO 6346 Space Shuttle Crew,2800,Pre-Owned,1710,False,
LEGO Classic Space: Starfleet Voyager (6929) near complete FREE SHIPPING,5999,Pre-Owned,0,False,0
Vintage 1975 LEGO 565 Moon Landing Set with Box & Manual *missing 1 piece*,1550,Pre-Owned,1500,False,
Rare Vintage 1979 Legoland Space System 497 Galaxy Explorer Complete w/Manual,37500,Pre-Owned,2343,False,
New ListingLEGO Ideas 40335 Space Rocket Ride Brand New Sealed Box Fast Free Shipping!,4195,Brand New,0,False,
Lego Space Police:Container Heist (5972) 99% complete. W/instructions ,2500,Pre-Owned,1085,False,
Lego CITY 30365 SPACE SATELLITE ~ New/Sealed,894,Brand New,0,False,
LEGO Icons NASA Space Shuttle Discovery 10283 NEW IN BOX SEALED,7900,Brand New,2999,False,
Lego Star Wars AT-AT 75288 (BRAND NEW SEALED),10475,Brand New,1675,False,
"New ListingLEGO Marvel The Guardians’ Ship 76193 Space Battleship Building Kit, 1901 Pieces",99,New (Other),1696,False,
New ListingLEGO STAR WARS 75257 MILLENNIUM FALCON 1351 PIECES SEALED NEW IN BOX,3999,Brand New,2899,False,
Lego 40533 Cosmic Cardboard Adventures 🟢NEW🟢,2999,Brand New,0,False,
LEGO Ideas: International Space Station (21321). NEW AND FACTORY SEALED!!! 21321,3100,Brand New,0,False,
LEGO Robo Raptor #2152 Space RoboForce 1997 Vintage NEW SEALED Box,8000,Brand New,1575,False,
LEGO Star Wars: Clone Walker Battle Pack (8014) - NEW SEALED IN BOX,7500,Brand New,0,False,
LEGO CITY SET 60227 LUNAR SPACE STATION,6000,Brand New,0,False,
LEGO Galaxy Explorer Building Set for Adults who love Space 10497 US SHIP,6999,Brand New,0,False,84
NEW LEGO City Space Port 60077 Space Starter Set,2399,Brand New,3,True,0
Lego Space Space Police 6984 Galactic Mediator 1992 Loose 100% Complete,6000,Pre-Owned,1260,False,
LEGO Space: Earth Defense HQ (7066) - New In Box,15600,Brand New,5190,False,
New ListingVintage LEGO Star Wars Jango Fett 8011 Brand New and Sealed 4162658 Clone Wars,7999,Brand New,3,True,
LEGO Galaxy Explorer Building Set for Adults who love Space 10497,6385,Brand New,0,False,0
LEGO Star Wars: The Razor Crest (75292),8000,Pre-Owned,1299,False,
Lego Star Wars 75050 B-Wing Brand New Sealed See Detailed Pictures And Info!,12999,Brand New,2505,False,0
Lego Star Wars 75050 B-Wing Brand New Sealed See Detailed Pictures And Info!,12999,Brand New,2505,False,0
LEGO Star Wars: The Razor Crest (75292),8000,Pre-Owned,1299,False,
LEGO Speed Champions Toyota GR Supra 76901 Toy Car Building Toy 🎁Kids Gift,1799,Brand New,0,False,90
"Lego 60313 City - Space Ride Amusement Truck, NEW SEALED - 433 Pieces Carnival",4299,Brand New,4,False,
LEGO Galaxy Explorer Building Set for Adults who love Space 10497,6385,Brand New,0,False,0
New ListingLego 75301 Star Wars Luke Skywalker s X-Wing Fighter NEW IN BOX,2999,Brand New,780,True,
Lego Town 1682 Space Shuttle Launch.  95% Complete W/ Instructions ,325,Pre-Owned,1575,False,
New ListingLEGO Major Vonreg's TIE Fighter Star Wars TM (75240) SEALED! BRAND NEW!,6500,Brand New,1275,False,
LEGO STAR WARS: Yoda's Jedi Starfighter (75168),2350,Pre-Owned,1260,False,
New Listing2017 LEGO Star Wars Y-Wing Starfighter Set 75172 - New Sealed - Complete NIB,11995,Brand New,1357,False,
LEGO Space: Aero Tube Hangar (7317) 90% Complete Rare Vintage + Extra Figures ,1950,Pre-Owned,1500,True,
Lego Galaxy Explorer 10497 with box - Used - Good Condition,1549,Pre-Owned,3218,False,
Vintage 1975 LEGO 565 Moon Landing Set with Box & Manual *missing 1 piece*,1550,Pre-Owned,1500,False,
LEGO Star Wars: Stormtrooper Helmet (75276) Brand New in Sealed Box Retired,12999,Brand New,0,False,48
Lego Space Set 6813 Galactic Chief 100% complete +instructions vintage rare 1993,1799,Pre-Owned,600,False,0
LEGO Space Police 5983 SP Undercover Cruiser New Sealed Box Retired,7999,Brand New,4,False,
New ListingLEGO Star Wars: Imperial TIE Fighter 75300 - BRAND NEW & SEALED!,3000,Brand New,1203,False,
New ListingLEGO Star Wars: Luke Skywalker's Landspeeder (75341) NEW SEALED & NEVER OPENED,2150,Brand New,2470,False,
LEGO Classic Space Alien Moon Stalker (6940) - Used w/ Instructions,225,Pre-Owned,1190,False,
New ListingLEGO The LEGO Batman Movie: The Bat-Space Shuttle (70923),11400,Brand New,800,False,
Lego Star Wars MILLENNIUM FALCON Ship  #75257,2700,Pre-Owned,1900,False,
New ListingLEGO City 60349 Lunar Space Station NASA 500 Pieces NEW IN BOX SEALED,1999,Brand New,2199,False,
LEGO Classic Space Gamma V Laser Craft (6891) - Used w/ Box,1200,Pre-Owned,1190,False,
"New ListingLEGO Disney STAR WARS 75257 ""Millennium Falcon"" Set NEW SEALED AUTHENTIC",13999,Brand New,4,False,
New ListingLEGO Star Wars Geonosian Starfighter 7959 Factory Sealed Great Condition,14499,Brand New,1125,False,
New Listing*BRAND NEW* Lego Set Star Wars The Rise Of Skywalker D-0 #75278 *RETIRED*,4999,Brand New,1275,False,
LEGO City Mars Research Shuttle Space 60226 New & Sealed,2000,Brand New,1203,True,
LEGO Space: Freeze Ray Frenzy (5970),3800,Brand New,900,False,0
100% Vintage 1982 Mobile Rocket Transport 6950 Includes Instructions and Box,14999,Pre-Owned,1705,False,
🔥 LEGO System 6516 SPACE LAUNCH COMMAND MOON WALKER - 100% Complete! W/ Box,1999,Pre-Owned,1260,False,
LEGO Classic Space: Space Cruiser (487) FREE SHIPPING,16499,Pre-Owned,0,False,
Lego Technic Monster Jam Grave Digger 42118 Truck Set Building Kit 🎁212 PCs,2299,Brand New,0,False,0
LEGO Batman Movie: The Bat-Space Shuttle (70923),8400,Pre-Owned,400,False,
LEGO Star Wars: Resistance Y-Wing Starfighter (75249),2990,Brand New,1575,False,
LEGO Ideas: International Space Station (21321),3155,Brand New,400,False,
Lego Space Police:Container Heist (5972) 99% complete. W/instructions ,2500,Pre-Owned,1085,False,
LEGO Star Wars Resistance A-Wing Starfighter (75248) Parts Only AS-IS No Returns,1500,Pre-Owned,825,False,
LEGO CITY SPACE Rocket Launch Center 60351 NEW IN BOX SEALED,4500,Brand New,2899,False,
Lego Ideas International Space Station (21321) Building Kit 864 Pcs Model Set,6399,Brand New,0,False,0
LEGO Classic Space: Cosmic Cruiser (6890) FREE SHIPPING,5499,Pre-Owned,0,False,0
Space LEGO Unitron Crater Cruiser (1787),3999,Pre-Owned,1190,False,
LEGO 6901 Space Mobile Lab 100% Complete w/ Instructions Vintage 1980,2900,Pre-Owned,1115,False,
"Lego 6930, Space Supply Station, vintage, used, 100% complete, 1983",11250,Pre-Owned,1275,False,
LEGO Ideas Women of NASA (21312),225,Brand New,1705,False,
LEGO Galaxy Explorer Building Set for Adults who love Space 10497,6950,Brand New,0,False,0
LEGO Marvel The Guardians’ Ship 76193 Space Battleship Set with 1901 Pieces,9995,New (Other),1976,False,0
AWESOME LEGO Icons: NASA Space Shuttle Discovery 10283 Plus LEGO Tote Bag,8000,Brand New,2701,False,
LEGO Set 6802 Space Probe Vintage Space,1000,Pre-Owned,450,False,
LEGO 6925 Interplanetary Rover & 6802 Space Probe Complete With Manuals,6500,Pre-Owned,1275,False,
Lego Town Space Port 6465 Space Port Jet 1999 Loose 100% Complete,500,Pre-Owned,1260,False,
2002 LEGO 7201 Star Wars Final Duel II SEALED/NEVER OPEN,2600,Brand New,1085,False,
star wars lego  millenium falcon,10250,Brand New,1200,False,
Lego Space Police II 6852 Sonar Security Set (1993) Complete,325,Pre-Owned,799,False,
New ListingNEW LEGO Harry Potter Hogwarts Magical Trunk 76399.  Box In Great Condition,999,Brand New,862,False,
New !Lego Friends Olivia's Space Academy (41713) 757 Pieces - Free Ship,5788,Brand New,0,False,0
LEGO Classic Space 483 Alpha-1 Rocket Base: 100% Complete,15000,Pre-Owned,2110,False,
Lego Classic Space 6970 Beta-1 Command Base Complete with Instructions,14000,Pre-Owned,1705,False,
LEGO Star Wars: AT-AT (75288),9000,Brand New,1300,False,
New Listing2009 Lego Star wars ECHO BASE (7749) BRAND NEW Sealed Box,2050,Brand New,1020,False,
New ListingLego Space 6824 SPACE DART-1 Used Complete Vintage c1985 43 pcs Age 6+ Nice,2900,Pre-Owned,0,False,
LEGO# 7666 - STAR WARS - HOTH REBEL BASE - COMPLETE (2007),5000,Pre-Owned,1575,False,
LEGO Set 6831 Message Decoder Vintage Space Police,1000,Pre-Owned,450,False,
LEGO Star Wars: Bespin Duel (75294) pre owned mini figs included no nameplate ,99,Pre-Owned,1000,False,
LEGO 6544 Launch Command Shuttle Transcon 2  Vintage Retired 99.9% complete,9300,Pre-Owned,1100,False,
Lego Vintage Space Spyrius #6889-Recon Robot-100% w/minifig-no manual (1994),1975,Pre-Owned,475,True,
"LEGO Minifigures from 75040, General Grievous and Obi-Wan Kenobi",2600,Pre-Owned,495,False,
LEGO 75249 Star Wars Resistance Y-Wing Starfighter -NEW/NISB - RETIRED!,6450,Brand New,0,False,0
LEGO Ideas: International Space Station (21321),4000,Pre-Owned,1500,False,
"LEGO Ideas International Space Station, 864 Pieces, 16+ (21321)",3600,Brand New,0,True,
New ListingLEGO Creator Space Shuttle Explorer (31066),4000,Brand New,1710,False,
LEGO Star Wars: The Razor Crest (75292),6500,Brand New,1995,False,
New ListingLEGO Star Wars 75315 Imperial Light Cruiser 1336pcs NEW Free Shipping,11800,Brand New,3,False,0
New ListingLEGO Star Wars: Nebulon-B Frigate (77904) SDCC Limited Edition! Sealed & Retired,5000,Brand New,1710,False,
New ListingNEW/SEALED (NISB) LEGO STAR WARS (75284) Knights of Ren Transport Ship *RETIRED*,7800,Brand New,1200,False,
LEGO® Ideas International Space Station 21321 [New Toy] Brick,6999,Brand New,4,True,0
LEGO Ideas International Space Station 21321 Building Kit,6800,Brand New,0,False,
NEW Lego Star Wars: Galactic Adventures Pack 3 in 1(66708)🚀FREE NEXT DAY SHIP🚀,7999,Brand New,3,False,0
Star Wars UCS Venator Star Destroyer MOC 75252-scale INSTRUCTIONS ONLY for LEGO,3500,Brand New,350,False,70
LEGO Star Wars: Resistance Y-Wing Starfighter (75249) STARFIGHTER ONLY,1995,Pre-Owned,1710,True,
LEGO Space: Alienator (6876) near complete SHIPS FREE,3299,Pre-Owned,0,False,
Lego Space Police:Container Heist (5972)  100% Complete Guarantee!!,2995,Pre-Owned,0,False,
Vintage LEGO Space: Ice planet 2002 set 6879 Blizzard Baron complete,2500,Pre-Owned,535,False,0
NEW LEGO Star Wars: The Razor Crest (75292) -JKZ,6100,Brand New,839,False,
LEGO Star Wars Geonosian Starfighter (7959),2500,Pre-Owned,1000,False,
LEGO Icons: NASA Space Shuttle Discovery (10283) BRAND NEW IN BOX. FREE SHIPPING,18500,Brand New,0,False,0
LEGO Space: Robo-Guardian (6949) in Great Condition!,3999,Pre-Owned,1357,False,
New ListingLEGO Creator 3-in-1 Space Shuttle Adventure 31117 Building Kit (486 Pieces) New.,3400,Brand New,0,False,
"Lego Vintage Space 3 sets-#6834, #6811 & #6813-100% w/figs-no manuals (1990-3)",3275,Pre-Owned,550,True,
LEGO Speed Champions Koenigsegg Jesko 76900 Building Toy 🎁Kids Gift,1999,Brand New,0,False,0
LEGO Space: Space Station Zenon (1793) Unitron - see description,15000,Pre-Owned,1710,False,
LEGO 75178 Star Wars Jakku Quadjumper Retired Factory Sealed New in Box,6712,Brand New,1495,True,0
LEGO Set 6833 M-Tron Beacon Tracer Vintage Space,1000,Pre-Owned,450,False,
Lego 66708  Star Wars Galactic Adventures Pack 3 in 1 New Factory Sealed,5000,Brand New,1260,False,
Lego Star Wars 7656: General Grievous Starfighter,3000,Pre-Owned,1190,False,0
LEGO LEGO Creator: Space Rover Explorer (31107),4990,Brand New,0,False,
LEGO 75294 STAR WARS BESPIN DUEL SEALED Empire Strikes Back,7600,Brand New,1500,False,
Lego 90th Anniversary Galaxy Explorer (10497) SEALED BNIB,5100,Brand New,684,False,
LEGO Star Wars: Millennium Falcon (75257) Brand New Sealed!,10250,Brand New,1675,False,
Lego Vintage Space Blacktron #6832 &#1479-Super Nova & 2-Pilot Craft-100% (1991),3975,Pre-Owned,475,True,
Lego Star Wars Resistance A-Wing Starfighter (no minifigures),2599,Pre-Owned,560,False,
Lego Creator NASA Apollo 11 Lunar Lander (10266) BRAND NEW Sealed Box,5000,Brand New,1999,False,
LEGO Star Wars: AT-AT (75288)/Razor Crest 75292,11251,Pre-Owned,999,False,
Lego Star Wars - RARE Christmas Advent 75279 Mini Builds - Lot NEW Calendar,1199,New (Other),750,False,78
New ListingLEGO Star Wars 75292 The Razor Crest Building Kit for Ages 10+ 1023 Pieces,11050,New (Other),4,True,
LEGO Creator 3in1 Space Shuttle Adventure 31117 Building Toy for Kids Who Love ,3688,Brand New,0,False,0
LEGO 75127 The Ghost (Star Wars Rebels) - Brand New/Factory Sealed,5900,Brand New,1710,False,
LEGO® Star Wars™ Luke Skywalker's X-Wing Fighter™ 75301 [New Toy] Brick,5012,Brand New,4,True,0
New ListingLEGO Star Wars: Armored Assault Tank (AAT) (75283),2050,Brand New,400,False,
LEGO Star Wars: The Razor Crest (75292) Black FRIDAY Pricing!!!!!,6300,Brand New,2400,False,
New ListingLEGO 60227 CITY Lunar Space Station NEW in FACTORY SEALED Box - Retired!,7949,Brand New,4,False,
LEGO Space Police Raid VPR (5981),2995,Brand New,540,False,0
LEGO Star Wars Mandalorian Lot of 3 75292 75299 75319 Razor Crest Armory Tatooin,2700,Pre-Owned,2000,False,
Lego Space Robo Force #2151 Robo Raider,3000,Pre-Owned,1260,False,
LEGO Star Wars 75243 Slave 1 20th Anniversary Edition - NEW Factory SEALED,18999,Brand New,1438,False,
LEGO Creator 3in1 Space Shuttle Adventure 31117 Building Kit,3599,Brand New,3,True,
New ListingLEGO City NASA Lunar Space Station Set 60349 500 pcs Brand NEW & Factory Sealed ,4999,Brand New,0,False,
New Listing4x LOT LEGO Star Wars AT-ST & Endor 9679 Planet Series 2 NEW SEALED Retired NIB,9500,Brand New,927,False,
NEW LEGO Ideas Studio Space Book Pen Pencil Eraser Sharpener Inspiration ,999,Brand New,0,False,
lego 31084 Pirate Roller Coaster With Bonus Set Lego 40335 Space Rocket Complete,2800,Pre-Owned,1935,False,
LEGO The LEGO Movie 2: Benny's Space Squad (70841),1550,Brand New,0,False,
New ListingLEGO Star Wars: Bespin Duel (75294) Limited Edition! Sealed. See Description.,6000,Brand New,1710,False,
New ListingLego Architecture 21003 Seattle Space Needle Landmark Series 100% Complete,3500,Pre-Owned,1699,False,
LEGO Star Wars: The Millennium Falcon (75257),2600,Pre-Owned,1438,False,
New ListingLEGO Star Wars: BB-8 (75187) NIB Sealed & Retired,7000,Brand New,2875,False,
Lego 40533 Cosmic Cardboard Adventures,2040,Brand New,1260,False,
LEGO System Space Ice Sat V 6898 Brand New Sealed  Vintage 1993 box not perfect,14500,Brand New,1125,False,
Star Wars LEGO Imperial Star Destroyer Complete  75055  w/instruction + box,10250,Pre-Owned,3625,False,
LEGO Star Wars: Millennium Falcon (75257),12250,Brand New,0,False,
New ListingLEGO Star Wars Kylo Ren's Shuttle 75256 COMPLETE + Wicked Brick Full Stand,9900,Pre-Owned,2875,False,
New ListingLego Space Police LUNAR LIMO #5984 100% COMPLETE w Box & Instructions ,7500,Pre-Owned,2220,False,
"New ListingLego 75084 Star Wars Wookie Gunship USED Complete w/minifigs and book ,No Box",11999,Pre-Owned,1125,False,
New ListingLEGO Star Wars  75248 Resistance A-Wing Starfighter New in Box,4500,Brand New,4,False,
Lego 6878 Space Blacktron Orbital Guardian 1991  - 100% Complete W/Instructions!,3499,Pre-Owned,0,False,
LEGO Star Wars 8014 Clone Walker Battle Pack 100% COMPLETE X2 - No Box Or Manual,4500,Pre-Owned,1085,True,
"LEGO Star Wars: The Razor Crest (75292), Used, 100% Complete",5000,Pre-Owned,1946,False,
LEGO Space: MX-81 Hypersonic Operations Aircraft (7644) Some Bags Not Opened,12500,Pre-Owned,2110,False,
LEGO Star Wars set 8095 General Grievous' Starfighter w/ Minifigures & Instruct,1051,Pre-Owned,1700,False,
"LEGO Vintage Space, Blacktron II, 6832 Super Nova II, 100% Complete With Booklet",2000,Pre-Owned,685,False,
New ListingLEGO Star Wars Luke Skywalker X-Wing Starfighter (75301) No Box No Minifigures,425,Pre-Owned,899,True,
New ListingLEGO City Space Ride Amusement Truck 60313 433 Pieces SET Brand NEW,4995,Brand New,0,False,
New ListingLego Star wars R2-D2 Building Kit (8009) BRAND NEW Sealed Box 2002 Retired,738,Brand New,1020,False,
!!RETIRED!! Sealed LEGO Star Wars: A-wing Starfighter (75275),18750,Brand New,1500,False,
LEGO Star Wars: Sith TIE Fighter (75272),6900,Brand New,1890,False,
LEGO Mars  Mission Space Mini Robot (5616),1500,Brand New,480,False,
LEGO 75214 Star Wars Anakin's Jedi Starfighter NEW/NISB - RETIRED!,4950,Brand New,0,False,0
"LEGO Lot of 3 Star Wars sets Tie Fighter, X Wing And AT ST",6800,Pre-Owned,2220,False,
Lego Rescue 6340 Hook & Ladder Complete Set Instructions Figures Box VG-Ex,999,Pre-Owned,599,True,
LEGO 1978 #442 Space Shuttle Set (missing One Small RED Piece),1000,Pre-Owned,600,False,
LEGO Vintage Space Blacktron II 6832 Super Nova II With Booklet,2400,Pre-Owned,439,False,
🔥 Lego Space: Radon Rover (6829) w Box & Instructions ,2499,Pre-Owned,1260,False,
LEGO Star Wars General Grievous Minifigure White Armor w/Lightsabers 75040/75286,2999,Brand New,0,True,
LEGO IDEAS NASA Apollo Saturn V #92176 |BRAND NEW FACTORY SEALED w/ 1969 Pieces,11399,Brand New,0,False,0
RETIRED! LEGO Star Wars: Bespin Duel (75294) - 100% Complete,13000,Pre-Owned,1260,False,
🔥 Lego Space: Radon Rover (6829) w Box & Instructions ,2499,Pre-Owned,1260,False,
Lego 8085 Star Wars Freeco Speeder complete set with box and manual,2000,Pre-Owned,998,False,
Lego Star Wars Custom Jango Fett Slave 1 & Jango Figure,20000,New (Other),2220,False,0
LEGO System Space Ice-Sat V 6898 - Brand New & Sealed - Vintage 1993,17500,Brand New,1125,False,
LEGO Star Wars: Armored Assault Tank (AAT) (75283),2820,Brand New,1575,False,
LEGO Space: Alienator (6876) complete FREE SHIPPING,3999,Pre-Owned,0,False,
LEGO Star Wars: The Razor Crest (75292),11700,Brand New,2329,False,
New ListingLEGO Star Wars: First Order Heavy Scout Walker (75177) Sealed & Retired,1500,Brand New,2220,False,
Lego Star Wars 75248 Resistance A-Wing Starfighter - ,1050,Pre-Owned,899,False,
Lego Vintage Space 6875 Hovercraft,2499,Pre-Owned,3,False,0
LEGO Space Galaxy Squad Space Swarmer 70700 Crater Creeper 70706 *Read* Bonus,3597,Pre-Owned,0,False,
"PACKAGE DAMAGED LEGO Ideas International Space Station 21321 Building Kit, Adult",5999,Brand New,599,False,
New ListingLEGO Star Wars Y-Wing Starfighter 75172 - New Sealed,12399,Brand New,3445,True,
New LEGO Creator Space Rover Explorer Set # 31107 with 510 Pieces,175,Brand New,1453,False,
"LEGO Lot of 3 Star Wars sets Tie Fighter, X Wing And AT ST",6800,Pre-Owned,2220,False,
New ListingLEGO Space 6881 Lunar Rocket Launcher Used Complete Vintage c1984 93 pcs Age 7+,3900,Pre-Owned,0,False,
LEGO Space: MT-101 Armoured Drilling Unit (7699) NO BOX Complete Set,15599,Pre-Owned,1260,False,
LEGO Ideas 40335 Space Rocket Ride NIB,2999,Brand New,800,False,0
New ListingLEGO Millennium Falcon Star Wars TM 75257 Sealed NEW PERFECT BOX,13965,Brand New,0,False,
LEGO Star Wars - Slave 1 One 20th Anniversary - 75243 READ DESCRIPTION ,8500,Pre-Owned,3,False,
LEGO Star Wars: Final Duel II (7201)…never opened,1150,Brand New,1100,False,
VINTAGE LEGO SPACE 6824 SPACE DART I 100% PARTS COMPLETE w MANUAL EUC!,2995,Pre-Owned,412,True,0
New ListingLego Star wars Battle of Hoth 20th Anniversary (40333) BRAND NEW Sealed Box 2019,225,Brand New,820,False,
New ListingLEGO 75276 Star Wars Stormtrooper Helmet NEW in FACTORY SEALED Box,12449,Brand New,4,False,
LEGO Space: K-9 Bot (8399),950,Brand New,400,False,
LEGO Star Wars: Republic Cruiser 7665  (2007) Retired.  Rare.,16200,Pre-Owned,1400,False,0
LEGO - Star Wars Imperial Armored Marauder 75311,3600,Brand New,4,False,0
Lego 66708  Star Wars Galactic Adventures Pack 3 in 1 New Factory Sealed ,8000,Brand New,1225,False,0
Lego 75274 Star Wars TIE Fighter Pilot Helmet Complete Brand New Sealed Set,18900,Brand New,0,False,0
New ListingLEGO Space: Mission Commander (6986),21000,Pre-Owned,2220,False,
LEGO Space Police: Smash 'n' Grab (5982) 100% complete w/ manual NO BOX,2999,Pre-Owned,1260,False,
Retired LEGO 7470 NASA Space Shuttle Discovery Kids STS-31 New in Sealed Box,9999,Brand New,4,False,0
LEGO Star Wars: Republic Frigate (7964),10000,Pre-Owned,1051,False,0
New ListingLEGO Star Wars: Imperial Light Cruiser (75315),8600,Brand New,0,False,
LEGO Star Wars 75172 Y-WING,3500,Pre-Owned,2220,False,
"LEGO Vintage Space, Blacktron II 6988 Alpha Centauri Outpost NOT complete",21999,Pre-Owned,1299,True,
Lego 6984 Galactic Mediator Space Police II 1992 | 100% Complete!,19999,Pre-Owned,3,True,
LEGO Star Wars: General Grievous' Combat Speeder (75199),4200,Brand New,1575,False,
VINTAGE LEGO SPACE POLICE SONAR SECURITY #6852 EX CONDITION COMPLETE,2499,Pre-Owned,428,False,
New ListingLEGO City Deep Space Rocket and Launch Control (60228),2990,Pre-Owned,1757,False,
LEGO Star Wars: Millennium Falcon (75257),4300,Pre-Owned,2290,False,
New ListingLEGO Star Wars: Death Star Trash Compactor Diorama (75339),8000,Brand New,0,False,
LEGO Space: Hyperspeed Pursuit (5973),12900,Brand New,955,False,
LEGO Star Wars 6966 Jedi Starfighter Polybag NEW Sealed,1390,Brand New,0,False,
LEGO Town: Space Starter Set #60077 - Complete w/ Instructions,1000,Pre-Owned,815,True,
New ListingLego Space 6826 CRATER CRAWLER Used Complete c1985 30 pcs Age 6+ Nice Yellow,2100,Pre-Owned,0,False,
Lego 60313 City Space Ride Amusement Truck-NEW SEALED-,4499,New (Other),0,False,
LEGO CREATOR: Space Shuttle Adventure (31117),1550,Brand New,400,False,
Lego STAR WARS - Clone Trooper Command Station | 40558 | Lot of 2 - BRAND NEW!,2800,Brand New,800,False,
